Date,Close
2004-08-19,2.4990627765655518
2004-08-20,2.6975631713867188
2004-08-23,2.7247111797332764
2004-08-24,2.611886739730835
2004-08-25,2.640031337738037
2004-08-26,2.687600612640381
2004-08-27,2.643766164779663
2004-08-30,2.540656328201294
2004-08-31,2.5496225357055664
2004-09-01,2.496821880340576
2004-09-02,2.528202772140503
2004-09-03,2.490844488143921
2004-09-07,2.5299465656280518
2004-09-08,2.5478787422180176
2004-09-09,2.5481274127960205
2004-09-10,2.6233439445495605
2004-09-13,2.677389621734619
2004-09-14,2.776764154434204
2004-09-15,2.789466619491577
2004-09-16,2.838531255722046
2004-09-17,2.9262001514434814
2004-09-20,2.9727745056152344
2004-09-21,2.9349172115325928
2004-09-22,2.9483659267425537
2004-09-23,3.0091376304626465
2004-09-24,2.984480381011963
2004-09-27,2.9453775882720947
2004-09-28,3.159569263458252
2004-09-29,3.264672040939331
2004-09-30,3.227810859680176
2004-10-01,3.3020312786102295
2004-10-04,3.363797664642334
2004-10-05,3.4462368488311768
2004-10-06,3.414107322692871
2004-10-07,3.4581916332244873
2004-10-08,3.4302968978881836
2004-10-11,3.368778944015503
2004-10-12,3.422076940536499
2004-10-13,3.5092482566833496
2004-10-14,3.5366451740264893
2004-10-15,3.589195966720581
2004-10-18,3.7149720191955566
2004-10-19,3.6845860481262207
2004-10-20,3.4990367889404297
2004-10-21,3.7204511165618896
2004-10-22,4.2945332527160645
2004-10-25,4.667375564575195
2004-10-26,4.527902126312256
2004-10-27,4.6317596435546875
2004-10-28,4.814319610595703
2004-10-29,4.74807071685791
2004-11-01,4.8823137283325195
2004-11-02,4.85342264175415
2004-11-03,4.77372407913208
2004-11-04,4.600129127502441
2004-11-05,4.217822551727295
2004-11-08,4.297521591186523
2004-11-09,4.201633930206299
2004-11-10,4.180714130401611
2004-11-11,4.558287143707275
2004-11-12,4.532883167266846
2004-11-15,4.604362964630127
2004-11-16,4.2972731590271
2004-11-17,4.296276092529297
2004-11-18,4.172743797302246
2004-11-19,4.2190680503845215
2004-11-22,4.111972808837891
2004-11-23,4.172244548797607
2004-11-24,4.352563858032227
2004-11-26,4.467878341674805
2004-11-29,4.509222030639648
2004-11-30,4.532384395599365
2004-12-01,4.482075214385986
2004-12-02,4.468127250671387
2004-12-03,4.493034362792969
2004-12-06,4.390670299530029
2004-12-07,4.269627094268799
2004-12-08,4.233513355255127
2004-12-09,4.319438457489014
2004-12-10,4.275106906890869
2004-12-13,4.245219707489014
2004-12-14,4.450445175170898
2004-12-15,4.4775919914245605
2004-12-16,4.395152568817139
2004-12-17,4.4850640296936035
2004-12-20,4.60809850692749
2004-12-21,4.576468467712402
2004-12-22,4.639977931976318
2004-12-23,4.679827690124512
2004-12-27,4.7797017097473145
2004-12-28,4.8008713722229
2004-12-29,4.804357051849365
2004-12-30,4.92141580581665
2004-12-31,4.801618576049805
2005-01-03,5.048685550689697
2005-01-04,4.844206809997559
2005-01-05,4.819551467895508
2005-01-06,4.696016788482666
2005-01-07,4.828018665313721
2005-01-10,4.858154773712158
2005-01-11,4.8202972412109375
2005-01-12,4.866124153137207
2005-01-13,4.8648786544799805
2005-01-14,4.980443000793457
2005-01-18,5.0783233642578125
2005-01-19,4.913943767547607
2005-01-20,4.829761505126953
2005-01-21,4.6892924308776855
2005-01-24,4.501003742218018
2005-01-25,4.411341667175293
2005-01-26,4.713202476501465
2005-01-27,4.6843109130859375
2005-01-28,4.740598678588867
2005-01-31,4.872101306915283
2005-02-01,4.779451370239258
2005-02-02,5.129629611968994
2005-02-03,5.251668930053711
2005-02-04,5.089779853820801
2005-02-07,4.8823137283325195
2005-02-08,4.947318077087402
2005-02-09,4.771481513977051
2005-02-10,4.681819915771484
2005-02-11,4.667375564575195
2005-02-14,4.8065996170043945
2005-02-15,4.862388610839844
2005-02-16,4.941589832305908
2005-02-17,4.928887844085693
2005-02-18,4.93013334274292
2005-02-22,4.766252040863037
2005-02-23,4.830509662628174
2005-02-24,4.704484939575195
2005-02-25,4.629268646240234
2005-02-28,4.682069778442383
2005-03-01,4.6340012550354
2005-03-02,4.612083435058594
2005-03-03,4.657662868499756
2005-03-04,4.630015850067139
2005-03-07,4.702493190765381
2005-03-08,4.612582683563232
2005-03-09,4.516694068908691
2005-03-10,4.48257303237915
2005-03-11,4.428277492523193
2005-03-14,4.358292102813721
2005-03-15,4.448451995849609
2005-03-16,4.3734846115112305
